Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Population_mln,Life_expectancy
Syrian Arab Republic,Middle East,2020,18.2,21.4,120.151,17.08,73.7
Malta,European Union,2023,5.8,6.6,52.6155,0.43,82
Tonga,Oceania,2021,13.4,15.6,153.4715,0.1,69.8
Trinidad and Tobago,Central America and Caribbean,2021,23.9,27,188.848,1.28,70.2
Argentina,South America,2017,13.7,15.3,126.9785,40.08,75
Finland,European Union,2019,2.5,3,87.05,5.36,79.9
Spain,European Union,2023,3.8,4.7,75.851,43.65,80.2
United Kingdom,Rest of Europe,2018,5.6,6.5,88.0225,58.89,77.7
Luxembourg,European Union,2022,2.3,2.8,66.6085,0.54,81.8
Madagascar,Africa,2022,43.4,62.7,227.7835,22.96,64.7
Mongolia,Asia,2016,28.1,34.1,245.3935,2.59,66
Australia,Oceania,2022,4.8,5.8,67.92,20.13,80.5
Cabo Verde,Africa,2016,23.3,27.8,135.8385,0.48,70.7
Georgia,Rest of Europe,2023,9.7,10.9,158.8825,3.72,72.7
Sri Lanka,Asia,2019,13.7,16,152.664,18.91,72.2
Bahrain,Middle East,2015,8.8,10.2,75.8375,0.96,75.5
Ecuador,South America,2019,23.4,28,156.506,12.91,73.1
Estonia,European Union,2015,2.4,3.1,116.351,1.32,77.6
Algeria,Africa,2019,33.3,38.9,136.2,31.45,71.1
El Salvador,Central America and Caribbean,2017,18.3,21.4,200.807,6.13,70.8
Turkmenistan,Asia,2020,36.7,42.5,197.405,5.17,66.9
Thailand,Asia,2017,12.8,14.9,165.9995,66.53,73.3
Seychelles,Africa,2016,11.9,13.8,159.664,0.09,73.1
Bhutan,Asia,2023,28.5,34.6,212.0515,0.72,70
Cuba,Central America and Caribbean,2019,5.1,6.4,94.886,11.23,78.3
Spain,European Union,2019,3.1,3.8,64.95,46.58,81.6
Mexico,North America,2022,14.9,17.3,113.631,118.83,74.9
"Iran, Islamic Rep.",Middle East,2018,17.4,20.4,112.6595,72.92,73.5
Tunisia,Africa,2018,25,29.9,111.903,9.71,73.2
Bulgaria,European Union,2021,12.5,15.1,153.633,7.78,72.1
Estonia,European Union,2015,5.2,6.6,184.2685,1.35,72.7
"Congo, Rep.",Africa,2020,41.7,59.7,296.2345,4.39,60.8
India,Asia,2019,64.4,88.1,218.9925,1075,62.9
Indonesia,Asia,2021,36.4,45.5,191.3535,220.31,66.6
Guinea,Africa,2022,70.5,110.7,275.624,10.89,58.4
Afghanistan,Asia,2020,61.8,84,245.3,30.12,61.6
Ecuador,South America,2017,17.7,20.8,138.1625,14.54,74.7
Jordan,Middle East,2016,18.7,21.9,119.304,6.26,72.9
Portugal,European Union,2015,3.4,4.4,94.1855,10.52,78.4
Guinea-Bissau,Africa,2023,62.1,95.7,274.1415,1.69,56.6
Burundi,Africa,2018,62.9,97.1,326.7455,8.4,56.5
Sao Tome and Principe,Central America and Caribbean,2022,42.1,60.4,211.171,0.15,64
Belgium,European Union,2019,3.6,4.4,80.8845,10.9,80.2
Pakistan,Asia,2022,77.9,98.1,182.265,156.66,63.7
Philippines,Asia,2015,23.4,29.6,199.7365,102.11,70.6
Poland,European Union,2023,4.3,5,113.623,38.01,77.6
Georgia,Rest of Europe,2018,13.9,15.6,174.0635,3.81,71.2
Fiji,Oceania,2017,20.2,23.8,202.2175,0.85,66.5
Lithuania,European Union,2023,4,4.9,167.375,2.93,74.5
Namibia,Africa,2023,39.4,70.6,497.9455,1.94,50.9
Somalia,Africa,2016,103,170.1,334.038,11.08,53
Guatemala,Central America and Caribbean,2016,32,39.4,188.8115,13.48,70.4
"Congo, Dem. Rep.",Africa,2020,81.3,109.9,277.445,66.76,57.4
New Zealand,Oceania,2019,5.9,7.2,82.092,3.88,78.7
Pakistan,Asia,2018,71.5,89.1,172.1295,175.53,65
Japan,Asia,2020,3,4.1,70.123,127.45,81.6
Vietnam,Asia,2019,18.3,22.9,131.235,87.97,74.8
Ethiopia,Africa,2017,59.8,91.6,293.293,82.92,59.6
Turkmenistan,Asia,2019,54.7,66,233.3245,4.56,63.8
Senegal,Africa,2016,48.2,79.4,229.0005,11.69,62.1
Bahrain,Middle East,2019,7.3,8.5,71.212,1.24,76.1
Costa Rica,Central America and Caribbean,2020,10.1,12.1,97.533,4.1,77.7
Comoros,Africa,2017,65.3,89.5,251.6725,0.66,61.1
Japan,Asia,2021,2.2,3,58.395,127.63,83.1
Zimbabwe,Africa,2020,50.7,92.6,719.3605,11.95,43.5
Austria,European Union,2017,3.8,4.5,74.9395,8.32,80.4
Mali,Africa,2016,83.3,145.4,291.4325,13.65,53.6
Romania,European Union,2015,7.7,9.2,128.603,19.82,74.9
El Salvador,Central America and Caribbean,2022,22.4,26.6,211.067,6.02,69.9
Eswatini,Africa,2020,51.5,73.4,483.806,1.07,48.1
Israel,Middle East,2022,4.7,5.8,69.781,6.81,80.1
Ghana,Africa,2019,62.1,95.7,300.102,19.76,57.2
Papua New Guinea,Oceania,2019,44.9,57.9,234.9045,7.31,62
St. Lucia,Central America and Caribbean,2023,16,18.4,159.182,0.16,74.1
Haiti,Central America and Caribbean,2015,52.8,69.9,243.6235,10.7,62.5
China,Asia,2017,14.8,18.5,97.3465,1324.66,73.8
Ecuador,South America,2021,21.5,25.4,152.0585,13.37,73.6
South Africa,Africa,2020,47.9,74.3,487.278,46.15,54.3
Mozambique,Africa,2018,72.7,107.3,388.763,22.89,51.7
"Bahamas, The",Central America and Caribbean,2019,13.3,15.6,167.804,0.35,72.1
Kiribati,Oceania,2018,51.7,68.1,222.442,0.08,63.1
North Macedonia,Rest of Europe,2021,9,10.1,101.497,2.06,74.9
United Arab Emirates,Middle East,2021,8.9,10.3,89.586,3.71,75
Equatorial Guinea,Africa,2020,101.7,147.1,331.213,0.66,53.8
Denmark,European Union,2022,3.5,4.1,72.3825,5.61,80.3
Haiti,Central America and Caribbean,2021,56.4,75.6,252.566,10.25,61.3
Syrian Arab Republic,Middle East,2018,16.1,18.8,144.074,21.21,72.9
Tunisia,Africa,2017,16.6,19.4,100.8905,10.41,74.7
Italy,European Union,2021,4.1,4.8,70.0145,57.31,80
Samoa,Oceania,2022,16.6,19.4,157.807,0.18,70.1
Zambia,Africa,2018,52.9,83.6,412.802,13.22,54.1
Vietnam,Asia,2015,19.4,24.4,135.3425,84.62,74.3
Ecuador,South America,2018,17,19.9,135.975,14.77,74.9
France,European Union,2017,3.2,4.4,86.635,64.37,81.2
"Egypt, Arab Rep.",Africa,2020,33.5,41.5,173.8735,71.49,69
Norway,Rest of Europe,2023,3.3,4.1,72.1705,4.62,80
Vietnam,Asia,2022,20.4,25.6,136.4285,83.06,73.9
St. Lucia,Central America and Caribbean,2019,17.3,19.7,145.0685,0.17,74.9
Samoa,Oceania,2018,18.1,21.2,176.802,0.17,68.7
Latvia,European Union,2023,8.6,10.5,221.1375,2.24,71.4
Panama,Central America and Caribbean,2021,20.5,24.1,124.5355,3.21,75.6
Botswana,Africa,2018,40.1,55.3,387.5165,1.95,58.4
Malaysia,Asia,2021,6.8,8,126.1405,29.07,74.9
Cabo Verde,Africa,2022,19.2,22.5,129.522,0.51,71.7
Angola,Africa,2017,85.5,137.7,288.09,21.7,53.2
New Zealand,Oceania,2023,4.7,5.7,68,4.52,81.4
Netherlands,European Union,2023,3.5,4.1,58.8975,16.87,81.7
Chad,Africa,2019,84.1,147.7,382.1715,11.95,50.9
Nigeria,Africa,2018,109.8,182.9,406.369,122.28,46.3
Tajikistan,Asia,2023,33.4,38.4,135.904,8.25,69.9
Saudi Arabia,Middle East,2023,14.2,16.5,101.6475,23.82,73.3
Sao Tome and Principe,Central America and Caribbean,2017,31.9,42.9,200.4685,0.17,66.4
Colombia,South America,2018,16.2,18.9,149.414,44.75,75.2
"Yemen, Rep.",Middle East,2021,60,81.2,248.7515,18.99,62.4
Mauritania,Africa,2021,58.8,90.5,208,3.71,63.1
Jamaica,Central America and Caribbean,2017,16.2,18.9,144.357,2.78,74.1
Burkina Faso,Africa,2020,87.6,170.4,322.705,12.29,51.4
Honduras,Central America and Caribbean,2018,20.6,24.4,155.5755,8.15,73.1
Belgium,European Union,2021,3.5,4.3,78.0865,11.11,80.4
"Congo, Rep.",Africa,2019,43,62,308.065,4.27,60.1
Panama,Central America and Caribbean,2019,21.4,25.4,124.62,3.09,75.2
Malaysia,Asia,2018,8.7,10.2,135.1495,23.19,72.6
Spain,European Union,2018,4.4,5.4,83.203,40.57,79
Guinea,Africa,2020,92.7,150.9,340.4565,8.59,51.5
Grenada,Central America and Caribbean,2023,14,16,142.566,0.11,72.5
Niger,Africa,2023,78.5,170.2,281.6355,13.62,53.4
Benin,Africa,2020,68.3,106.7,253.2105,9.46,59.6
New Zealand,Oceania,2019,5.1,6.1,69.92,4.35,80.7
Jamaica,Central America and Caribbean,2019,15.4,18,139.9575,2.81,74
Mexico,North America,2021,21,24.9,125.2595,103.08,75.1
Cote d'Ivoire,Africa,2015,65.7,90.8,396.458,23.23,56.1
Lao PDR,Asia,2021,47.6,61.9,207.3365,6.44,65.3
Romania,European Union,2018,18.1,21.6,180.5335,22.44,71.2
Denmark,European Union,2020,3.4,4.1,78.101,5.57,79.8
Kiribati,Oceania,2019,49.3,64.4,207.2785,0.1,65.8
Poland,European Union,2021,4.7,5.4,124.316,38.06,76.7
St. Vincent and the Grenadines,Central America and Caribbean,2022,16.2,18,156.9805,0.11,71.9
Burundi,Africa,2022,82.3,131.9,349.848,7.13,52.5
Angola,Africa,2022,105.7,175.1,329.306,18.76,49.3
Kyrgyz Republic,Asia,2021,37.1,43.1,223.222,5.04,68.3
Colombia,South America,2019,20.6,24.3,167.909,40.26,73.2
Benin,Africa,2019,69.6,109,255.2535,9.2,59.3
Cote d'Ivoire,Africa,2023,85.2,125.6,445.889,18.35,50.1
Myanmar,Asia,2021,60.7,82.3,231.354,48.15,61
Denmark,European Union,2017,3.7,4.4,87.314,5.49,78.4
Lebanon,Middle East,2020,8.3,9.7,65.846,5.2,78.5
Israel,Middle East,2019,3.7,4.6,60.016,7.62,81.6
Indonesia,Asia,2022,25,30,179.2695,251.81,70.2
Angola,Africa,2019,75.9,120.4,270.221,23.36,55.4
Tunisia,Africa,2016,17.2,20.2,102.159,10.3,74.6
Algeria,Africa,2018,33.9,39.7,140.486,31.04,70.6
Rwanda,Africa,2019,44,63.8,246.635,10.04,63.4
Indonesia,Asia,2019,39.4,49.8,191.422,214.43,66
Australia,Oceania,2018,5.1,6.2,77.0385,19.15,79.2
Iraq,Middle East,2020,34.3,42.6,168.139,24.93,68.8
Oman,Middle East,2019,10.1,11.7,98.615,3.04,75.7
Paraguay,South America,2018,27.9,33.9,169.386,5.32,70.5
Qatar,Middle East,2015,8.7,10.1,62.478,1.02,78.4
Madagascar,Africa,2023,42.3,60.8,223.12,23.59,65.1
Comoros,Africa,2019,62.2,84.6,243.253,0.69,61.9
Belize,Central America and Caribbean,2020,18.9,22.2,196.5,0.26,69.3
Australia,Oceania,2023,3.4,4,60.8255,23.48,82.3
Pakistan,Asia,2021,67,82.8,163.241,187.28,65.8
Grenada,Central America and Caribbean,2018,12.8,14.9,154.56,0.11,73
Kenya,Africa,2018,59.9,98.5,480.3625,31.96,50.9
Montenegro,Rest of Europe,2023,9.2,10.5,130.9385,0.61,74
Burkina Faso,Africa,2015,59.6,100.9,257.958,18.11,59.9
Cuba,Central America and Caribbean,2021,6.3,7.9,106.028,11.23,77.3
Liberia,Africa,2016,80.8,114,281.605,3.46,57.4
Ecuador,South America,2015,13.2,15.4,123.906,16.21,76.1
Australia,Oceania,2017,4.4,5.2,64.318,21.25,81.4
Ecuador,South America,2018,24.7,29.5,158.027,12.68,72.8
Norway,Rest of Europe,2021,2.5,3,59.097,5.02,81.5
India,Asia,2020,43,55,188.4325,1250.29,67.1
Tanzania,Africa,2018,78.9,129.7,449.9005,33.5,50.8
Morocco,Africa,2021,39,45.9,131.523,29.78,70.4
Mexico,North America,2020,15.9,18.5,116.3525,115.7,75
United Kingdom,Rest of Europe,2016,4.9,5.8,78.7825,61.32,79.4
Colombia,South America,2016,17.2,20.2,152.8845,43.74,74.7
Guyana,South America,2018,31.1,38.2,218.0415,0.75,67.8
Ireland,European Union,2017,3.8,4.4,73.6315,4.49,80.1
Samoa,Oceania,2019,17.6,20.6,172.201,0.18,69.1
Turkmenistan,Asia,2022,46.7,55.2,222.887,4.7,64.7
Jamaica,Central America and Caribbean,2022,17.3,20.3,158.488,2.73,74.1
Mexico,North America,2023,14.4,16.8,112.2355,120.36,74.9
Thailand,Asia,2021,16.2,18.9,189.8,64.55,71.4
Mozambique,Africa,2017,75.6,112.9,395.4425,22.28,51.3
"Venezuela, RB",South America,2019,17.8,20.9,159.105,24.65,72.3
Saudi Arabia,Middle East,2020,9.9,11.5,92.9715,28.27,74.1
Latvia,European Union,2018,11.5,14.2,225.812,2.37,70.3
Timor-Leste,Oceania,2015,42.8,50.2,149.7365,1.2,68.5
Myanmar,Asia,2021,45.4,58.6,201.0735,51.41,64.5
Czechia,European Union,2015,3.4,4.1,106.5445,10.24,76.5
Iceland,Rest of Europe,2020,2.9,3.7,68.5245,0.29,80.5
Australia,Oceania,2016,4.5,5.4,66.424,20.83,81.3
Chad,Africa,2019,98.2,180.5,410.016,8.68,47.8
Tunisia,Africa,2021,15.2,17.7,95.818,10.85,75.4
Suriname,South America,2018,21.1,23.7,182.2965,0.52,70.2
Nicaragua,Central America and Caribbean,2020,28.5,34.6,190.565,5.22,70.3
Fiji,Oceania,2015,20.6,24.4,185.858,0.87,67.1
Moldova,Rest of Europe,2021,19.8,23.3,234.529,2.9,67.5
Italy,European Union,2019,3.4,4,56.6155,59.28,82
Germany,European Union,2022,3.3,4,73.2135,80.65,80.5
Bahrain,Middle East,2023,6.6,7.7,67.602,1.34,76.6
Seychelles,Africa,2018,11.8,13.8,181.553,0.08,72.8
Uruguay,South America,2021,13.7,15.7,119.9385,3.32,75.4
Greece,European Union,2018,5.6,6.4,82.159,10.81,77.9
Bosnia and Herzegovina,Rest of Europe,2023,5.5,6.4,97.4955,3.48,76.7
Canada,North America,2018,5.3,6.2,80.9805,30.69,79.1
Nepal,Asia,2018,38.3,48.3,181.972,26.88,67.2
Mali,Africa,2015,66.8,108.3,267.5905,17.44,57.5
Vanuatu,Oceania,2020,23.6,28.1,172.45,0.19,67.8
Djibouti,Africa,2023,56.2,68,253.97,0.9,63.2
North Macedonia,Rest of Europe,2015,11.5,13,114.3515,2.04,73.9
Rwanda,Africa,2021,81.4,133.5,395.725,8.56,52.2
Timor-Leste,Oceania,2022,69.3,86,219.4205,0.97,62.9
North Macedonia,Rest of Europe,2022,12.7,14.3,117.1545,2.03,73.6
"Iran, Islamic Rep.",Middle East,2015,20.9,24.7,132.7085,70.55,72.3
"Congo, Dem. Rep.",Africa,2023,75,99.2,264.131,73.77,58.8
Uzbekistan,Asia,2021,21.7,24.4,147.7405,29.77,70.2
Zambia,Africa,2016,56.7,93.2,472.6675,12.5,51.1
Senegal,Africa,2022,56.1,99.1,242.16,10.81,59.9
Finland,European Union,2021,3.3,4,96.4225,5.21,78.4
Gabon,Africa,2018,53.3,82.9,315.436,1.23,58.3
Burundi,Africa,2021,85.7,138.1,353.027,6.91,51.7
Singapore,Asia,2021,2.2,2.8,55.2565,5.31,82
Mali,Africa,2015,85.7,150.8,296.9175,13.2,52.8
Lesotho,Africa,2021,72.2,112.7,629.815,2.02,43.8
Samoa,Oceania,2015,15.9,18.6,111.949,0.19,72.7
"Micronesia, Fed. Sts.",Oceania,2016,28.4,34.5,173.9905,0.1,65.9
Morocco,Africa,2021,23.9,27.8,74.6045,33.24,75
Qatar,Middle East,2017,8.2,9.6,60.537,1.44,78.8
Poland,European Union,2015,6.3,7.3,142.4465,38.14,75.1
Cuba,Central America and Caribbean,2018,7,8.8,111.3225,11.13,76.7
"Venezuela, RB",South America,2015,15.4,17.9,152.597,26.85,72.9
Trinidad and Tobago,Central America and Caribbean,2021,18.9,21.2,172.479,1.34,72.4
Syrian Arab Republic,Middle East,2016,16.3,19.1,113.8705,19.88,74.2
"Venezuela, RB",South America,2023,15.8,18.5,153.859,26.43,72.9
Uzbekistan,Asia,2017,29.8,34,168.016,27.3,69.2
Qatar,Middle East,2018,10.7,12.5,71.201,0.59,77.5
Paraguay,South America,2019,22,26.2,151.414,6.25,72.7
Sao Tome and Principe,Central America and Caribbean,2016,34.2,46.7,201.709,0.17,65.9
Haiti,Central America and Caribbean,2019,72.3,100.5,304.78,8.61,57.4
Namibia,Africa,2017,37.5,55.1,470.9335,2.04,53.8
Cote d'Ivoire,Africa,2023,67.3,93.6,402.0515,22.65,55.5
Ecuador,South America,2021,14.9,17.3,129.413,15.47,75.5
Turkiye,Middle East,2019,15.5,18.1,116.1485,72.33,74.5
Maldives,Asia,2022,21.4,26.9,102.2275,0.31,73
Qatar,Middle East,2021,9.6,11.2,66.915,0.68,77.9
Portugal,European Union,2021,4.3,5.5,103.6955,10.46,77.2
Sri Lanka,Asia,2015,7.5,8.7,109.1795,20.97,76.3
Ecuador,South America,2023,13.7,15.9,125.742,15.95,75.9
Jamaica,Central America and Caribbean,2019,18.4,21.6,167.429,2.67,74.1
Armenia,Rest of Europe,2017,18.1,20.3,142.5365,2.91,72.9
Trinidad and Tobago,Central America and Caribbean,2020,24.3,27.4,190.037,1.28,69.9
Malta,European Union,2020,6.5,7.3,61.9155,0.4,78.7
"Iran, Islamic Rep.",Middle East,2019,28.2,34.2,147.7055,66.45,70.6
Bahrain,Middle East,2018,7.6,8.9,72.0995,1.19,75.9
Burkina Faso,Africa,2021,85.5,165.3,317.0825,12.65,52
Ethiopia,Africa,2015,43.2,62.4,224.423,100.84,65
Latvia,European Union,2020,6.1,7.2,171.138,2.06,73.6
France,European Union,2015,3.2,4.2,75.4835,66.55,82.3
Peru,South America,2020,25.2,32.7,148.5315,27.1,71.9
Honduras,Central America and Caribbean,2023,24.4,29.2,162.3465,7.46,72
Georgia,Rest of Europe,2017,15.4,17.2,177.359,3.85,70.9
Bolivia,South America,2022,28,34.9,190.0095,10.54,69.5
Burkina Faso,Africa,2017,72.7,132.9,290.0395,14.69,55.6
Panama,Central America and Caribbean,2018,21.9,26,124.869,3.03,75.1
Indonesia,Asia,2016,31.2,38.3,188.414,232.37,68.1
Turkmenistan,Asia,2018,38,44.1,204.097,5.01,66.4
Kuwait,Middle East,2018,10.7,12.4,89.1345,2.05,73.1
Switzerland,Rest of Europe,2022,4.4,5.2,67.614,7.39,81.1
Lebanon,Middle East,2021,14.1,16.4,88.761,4.39,76
Poland,European Union,2023,6.5,7.6,142.2435,38.17,75
"Gambia, The",Africa,2022,42,65,267.2355,1.96,60.4
Sweden,European Union,2017,2.6,3.2,61.6405,9.22,81.1
Malaysia,Asia,2015,6.9,8.1,121.723,30.27,75.5
"Micronesia, Fed. Sts.",Oceania,2017,28.2,34.2,172.9955,0.1,66.1
Barbados,Central America and Caribbean,2018,13.7,15.1,127.413,0.27,77.2
Turkiye,Middle East,2021,25.3,30.4,133.9695,66.09,71.6
Panama,Central America and Caribbean,2015,19,22.3,125.0305,3.39,76.1
Haiti,Central America and Caribbean,2021,68.4,94.4,298.3365,8.9,58
Cuba,Central America and Caribbean,2016,5.5,6.9,97.3705,11.25,78
Kuwait,Middle East,2015,9.7,11.2,80.1065,2.37,73.7
Bulgaria,European Union,2016,9.9,11.8,151.67,7.55,72.7
Kazakhstan,Asia,2019,34.6,39.9,287.784,14.86,65.8
Tonga,Oceania,2015,10.7,12.4,134.0135,0.1,70.5
Georgia,Rest of Europe,2019,29.9,34.1,170.2485,4.01,70.1
Guatemala,Central America and Caribbean,2015,33.1,41,191.1225,13.21,70.1
Uganda,Africa,2019,49.5,76.3,355.2225,32.43,57.1
Bahrain,Middle East,2022,9.4,11,79.765,0.83,75.2
Belize,Central America and Caribbean,2017,17,19.9,181.698,0.31,71.1
Vanuatu,Oceania,2018,24.2,29,147.545,0.23,69
China,Asia,2015,17.7,21.9,101.037,1311.02,73.3
Morocco,Africa,2023,35.5,41.5,113.494,30.46,71.7
Paraguay,South America,2016,23.9,28.5,156.985,6,72.1
Belize,Central America and Caribbean,2018,16.6,19.4,181.641,0.31,71.5
Zimbabwe,Africa,2023,51.7,93.1,670.279,12.08,43.2
Ethiopia,Africa,2018,87.2,140.7,387.2035,66.22,51.9
Austria,European Union,2020,3.5,4.2,71.8545,8.39,81
Sierra Leone,Africa,2020,103.8,153.8,417.623,6.56,50.2
South Africa,Africa,2015,28.6,36.3,351.3925,55.39,62.6
Tunisia,Africa,2015,14.8,17.2,91.343,11.18,75.9
Latvia,European Union,2015,8.1,9.8,231.0145,2.22,70.9
Georgia,Rest of Europe,2022,23.2,26.2,173.648,3.93,70.5
Paraguay,South America,2020,21.4,25.4,149.557,6.33,72.9
Turkmenistan,Asia,2022,36.3,41.9,192.682,5.37,67.4
Guyana,South America,2016,32.2,39.7,220.828,0.75,67.2
Oman,Middle East,2016,10.5,12.2,104.9,2.66,74.9
Luxembourg,European Union,2021,2.3,2.8,68.2955,0.53,81.4
Uganda,Africa,2022,70,115.1,463.672,26.82,50.6
United States,North America,2022,6.8,8.1,111.0145,292.81,77.5
Syrian Arab Republic,Middle East,2022,26.8,45.3,185.622,19.58,70
St. Vincent and the Grenadines,Central America and Caribbean,2019,19.1,22,182.7705,0.11,70.9
Sierra Leone,Africa,2022,127.2,202,483.779,5.43,43.5
Maldives,Asia,2023,18.3,21.5,94.5185,0.32,73.6
Netherlands,European Union,2016,4.1,4.9,67.8925,16.38,80.1
New Zealand,Oceania,2021,5.7,6.9,81.649,4.03,79.1
Equatorial Guinea,Africa,2023,93.2,133.5,334.6205,0.75,54.4
"Iran, Islamic Rep.",Middle East,2023,22.2,26.4,135.4835,69.76,71.9
Papua New Guinea,Oceania,2022,42.1,53.8,229.028,7.79,62.9
Benin,Africa,2015,75,118.8,266.0545,8.22,57.8
Guatemala,Central America and Caribbean,2022,35.6,44.4,195.7445,12.68,69.4
Somalia,Africa,2020,104.4,172.7,350.5325,9.5,51.5
Sri Lanka,Asia,2022,8.4,9.8,113.3855,20.59,76
Algeria,Africa,2019,23.6,27.4,104.1335,35.98,74.9
Turkmenistan,Asia,2018,57.5,69.7,235.697,4.52,63.6
Chile,South America,2019,7.4,8.7,95.6955,17.06,78.8
Suriname,South America,2022,24.2,27.3,202.3775,0.49,68.6
Portugal,European Union,2018,3.1,3.9,87.823,10.57,78.7
Austria,European Union,2016,3.8,4.6,78.0555,8.3,80.2
Bahrain,Middle East,2017,8,9.3,72.9865,1.11,75.8
Madagascar,Africa,2016,52,77.9,258.5945,19.43,62.1
Brunei Darussalam,Asia,2022,7.7,9.6,97.9225,0.36,73.8
Montenegro,Rest of Europe,2021,10.6,12.2,135.7445,0.61,73.3
Brazil,South America,2015,20.7,23.2,165.1395,188.17,72.3
Zimbabwe,Africa,2016,54.6,95.7,637.558,12.26,44.9
Mauritania,Africa,2018,62.5,98.4,214,3.39,62.3
El Salvador,Central America and Caribbean,2023,21.2,25.1,208.5415,6.05,70.1
United Arab Emirates,Middle East,2016,8.1,9.4,78.2,6.17,75.8
Chad,Africa,2022,78.9,135.9,368.599,13.22,52.4
Tajikistan,Asia,2020,35.8,41.4,140.997,7.7,69.1
Indonesia,Asia,2023,33.6,41.7,189.8835,226.29,67.3
Finland,European Union,2017,2.7,3.3,92.96,5.31,79.6
Tunisia,Africa,2022,19.7,23.2,105.5215,10.02,74
Chile,South America,2017,7.6,8.9,97.824,16.71,78.3
Israel,Middle East,2015,4.3,5.3,67.264,7.05,80.6
Mexico,North America,2018,23.8,28.4,129.6625,98.9,74.3
Fiji,Oceania,2023,20.3,23.9,187.7,0.87,67
Qatar,Middle East,2020,7.6,8.9,59.151,2.04,79.3
Zimbabwe,Africa,2019,52.1,86.4,509.088,12.7,50.6
United States,North America,2023,6.7,8,111.738,295.52,77.5
Sierra Leone,Africa,2021,130.2,208.1,495.8585,5.2,42.4
Romania,European Union,2022,8.9,10.6,133.321,19.98,75.1
Togo,Africa,2019,58.3,89,300.397,6.42,57.5
Austria,European Union,2019,3.6,4.3,74.502,8.36,80.6
Switzerland,Rest of Europe,2022,3.8,4.4,52.8665,8.09,82.8
Chile,South America,2016,7.6,8.9,98.8885,16.53,78.1
Liberia,Africa,2020,69.9,96.7,262.7215,4.02,60.1
Jordan,Middle East,2017,18.1,21.3,118.1005,6.56,73.1
Czechia,European Union,2016,3.2,3.9,105.2965,10.3,76.7
Brunei Darussalam,Asia,2021,7.8,9.7,99.9145,0.35,73.6
"Congo, Dem. Rep.",Africa,2019,83.5,113.8,282.542,64.56,56.9
Mauritius,Africa,2015,13.2,15.5,159.331,1.23,72.4
"Venezuela, RB",South America,2022,15.1,17.6,144.6035,29.78,72.9
"Egypt, Arab Rep.",Africa,2022,21.3,25.3,153.433,88.4,70.9
Colombia,South America,2020,19.9,23.5,165.1785,40.88,73.5
Botswana,Africa,2021,43.1,76.1,558.1195,1.73,50.5
El Salvador,Central America and Caribbean,2018,17.4,20.4,198.1225,6.16,71
"Venezuela, RB",South America,2015,16.4,19.1,141.554,30.08,72.6
"Yemen, Rep.",Middle East,2021,45.4,58.8,228.8195,24.47,65.9
Tunisia,Africa,2023,18.8,22,104.4005,10.11,74.2
Czechia,European Union,2018,4.5,5.5,124.38,10.26,75
Turkiye,Middle East,2020,27.1,32.7,136.6645,65.15,71.1
Guyana,South America,2019,30.6,37.4,216.6485,0.75,68.1
Haiti,Central America and Caribbean,2020,70.3,97.3,303.7545,8.75,57.7
Angola,Africa,2018,80.6,128.7,279.156,22.51,54.3
Tunisia,Africa,2021,20.8,24.6,106.6425,9.95,73.8
Guinea-Bissau,Africa,2020,99.1,162.8,304.0195,1.25,51.1
Haiti,Central America and Caribbean,2016,62.5,85.2,276.665,9.5,59.4
St. Lucia,Central America and Caribbean,2019,15.6,18.3,174.9465,0.16,73.5
Slovak Republic,European Union,2022,5.3,6.5,111.094,5.41,76.4
Trinidad and Tobago,Central America and Caribbean,2017,21.2,23.8,181.7705,1.31,71.5
Timor-Leste,Oceania,2018,84.5,107.7,268.989,0.88,59
Gabon,Africa,2019,41.6,61.7,276.4095,1.62,61.4
Myanmar,Asia,2018,65.4,89.6,241.4125,46.72,60.1
Costa Rica,Central America and Caribbean,2020,8.9,10.2,91.2235,4.63,78.9
Chile,South America,2021,7.2,8.4,93.5665,17.4,79.2
Djibouti,Africa,2016,67.6,83.6,292.992,0.81,58.7
Djibouti,Africa,2015,54.6,65.8,251.749,0.91,64.1
Central African Republic,Africa,2019,99,145,474.065,4.39,47.3
Seychelles,Africa,2022,11.8,13.7,169.304,0.08,72.7
Kiribati,Oceania,2023,45.8,59.2,200.5185,0.11,67
Burkina Faso,Africa,2015,78.1,146.3,300.214,13.83,54.1
Argentina,South America,2018,17.5,19.6,139.3255,36.87,73.6
Nicaragua,Central America and Caribbean,2015,16.6,19.4,148.4805,6.22,73.6
Poland,European Union,2017,5.8,6.7,139.302,38.13,75.5
Bahrain,Middle East,2015,6.5,7.6,66.684,1.37,76.8
Brunei Darussalam,Asia,2018,7.8,9.6,91.9455,0.38,74.6
Belgium,European Union,2018,3.7,4.5,84.168,10.8,80
Mozambique,Africa,2022,90.8,138.2,428.034,19.91,50.1
Nigeria,Africa,2021,81.9,131.1,368.587,167.23,51.8
Lao PDR,Asia,2018,76.5,107.2,274.451,5.32,58.8
Fiji,Oceania,2022,20.1,23.7,189.542,0.87,67
Finland,European Union,2019,3.4,4.2,98.8365,5.19,78
Japan,Asia,2023,2.1,2.8,55.582,127.28,83.6
Belarus,Rest of Europe,2018,9.9,12.7,239.716,9.98,68.9
"Iran, Islamic Rep.",Middle East,2016,19.7,23.1,129.9335,71.34,72.6
